sentence,label,dataset
最近又去了通北路吃海鲜，顺带想再尝尝他们家的小龙虾。大虾28每斤，小的卖完了，我随口说了句来两斤，老板娘态度很不好！眼皮都不抬下，死样怪气地说两斤不卖，60起卖。说句心里话，她态度不这么差，60就60也无所谓。你对于客人是“爱吃不吃”的反应，那我也落得个“健康饮食”不吃下龙虾呗～～～～～～\nXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX\n段氏龙虾也是在通北上口味分很高的，既然来到通北路，就一定要买点来尝尝的。\n点好海鲜，上菜前，我们兵分2路，另1路就寻找段氏龙虾\n那边在马路本就窄，还在修路，来回几次都没找着，最后抬头看见段氏龙虾外卖电话的灯箱\n其实我也担心什么山寨版的，但没办法按照手机号码打了过去\n小的23每斤，大的26每斤，算了买2斤大的吧。段氏也要求凑整数。那就大的来60元吧告诉他们我们所在的海鲜餐厅让他们外送\n送来了，把准备好的60元拿出来，结果送外卖的妇女说量不够60，算50。这点倒出乎我们的意料，一下子好感提高不少，因为他们如果收我们60我们也不会真的校称。看来段氏还是蛮童叟无欺的。不错不错，表扬1记\n这里应该用的是盱眙的龙虾，新鲜，饱满应该都是活杀的\n十三香的味道很浓郁，虽然口味有点重，但的确好吃有道理，名不虚传！,0,dianping
不错，免费的公园，里面的环境也很不错，适合没事的时候出去玩玩，也可以和朋友一起去。玩玩，消遣下时间，还是不错的。又可以省钱。,0,dianping
山塘饭店最有名的系佢个鸡汤，用足材料，用文火煲3个到4个钟，火候十足，价钱又唔贵，同木桶鸡都值得试下吃，推荐的选择。,1,dianping
双休日下午去的 人好多 等了一会位置\n座位和座位之间的间隔好小 私密度不是很高啦\n抹茶类的饮品还不错啦 培茶喝起来也很香\n下次试试新天地的 听说人少,1,dianping
就在家里附近，偶尔朋友介绍的，吃了感觉不错，已经光顾了近十次了。感觉百吃不厌的就是麻酱粉皮、白斩鸡。不过酒酿园子实在不敢恭维，感觉就是一团团小的面疙瘩，吃了粘牙。,1,dianping
去之前在点评上看到有很多好评，果然是一个物美价廉的好地方。海鲜非常新鲜，鲍鱼捞饭味道很厚实。赶上午餐时段的优惠活动还可以打8折，真的非常推荐~~,1,dianping
从Azul、Casa13、Osteria到Chicha，才发现原来都属于Eduardo！\n其中最喜欢13，只可惜已经不复存在...\n都说上海是个纳百川的地方。这不，连秘鲁菜都能蒙一气，充分显示了沪上小资的逐新与幼稚。 \n几个秘鲁哥们儿用当地农村菜吸引国际大都市的白领，是这么说的吧？:P\n思南公馆。阿BON近期根据地。\n我听着挺正常一名字，听到隔壁桌北方男人调侃：哪位汉奸的寓所呀？该不会李亚鹏买下的吧，“南周北范”么。\n思南就是思周迅...=_=\n \nChicha是新开店，想想应该没啥人气，去前也就没有定位。\n到了发现生意那个好啊！\n一经理模样的老外（不知道是不是Ed）把我们带到二楼找空座，服务员低声用英语告诉他830需要离席。\n其实我听到的，正琢磨是否要换...但他直接就把我们领到座位上直到点完酒水才告知只有一小时多的用餐时间。\n心里小不爽，早知道我就隔壁西餐厅去了。反正又没预算！刚入座，服务员又过来补充说，只收现金...\n如您所知，秘鲁并不富裕。读书时同班几个秘鲁人，除了女孩子长得漂亮些，性格温柔些，其他乏善可陈。\n曾经到这些同学家去吃饭，整一辣味大全。不过我喜欢，也就另当别论了 哈哈！\n套餐分200和280每位两种。前者7道后者12道。如Rachel姐说的，chicha是家庭料理，提倡分食制。\n不管你几个人，点了套餐就要share着吃。 换句话说，只能点相同的菜 T_T\n头盘“酸橘汁海鲈鱼”。朋友似乎都吃不惯，包括当晚偶遇的精灵。\n但我怎么那么好这口呢！装盘上桌的时候我就爱上了！\n半生不熟的Seabass， 口感像刺身！因为加了橘汁拌了洋葱便显得更入味了！天哪希望我不是个怪胎 哈哈！\n之后上的Causa和Wonton都不咋样。分别是土豆色拉和炸海鲜，吞下去有点炖牢的感觉...\n主菜猪排和鸭腿。前者一人一口就没了。后者像是油封的法式做法。\n朋友不喜，说是有怪味，非要帮它改名字叫怪味鸭腿...\n这么一圈下来似乎没啥是可圈可点噢！错了！亮点就在甜品！ \n我们叫的200套餐上来是一个拼盘，不管是Pudding、Flan还是其它，都非常好吃！\n个头小，吃起来方便，回味无穷好喜欢！\n另外点了瓶红酒人均便上去了，看了精灵的点评，发现还是那个150套餐划算。\n大家去前可以先问下还有没有这个活动:P\nPS：免费停车，大爱思南公馆的重要原因！,0,dianping
非常美味的麻辣烫，配上独一无二特殊熬制的小料，味道好极啦！还有他家的酸辣非，味道调的也刚刚好！本人已经跟随他家吃了9年了，超级粉丝！从蓝岛搬走以后好一段时间都找不到，难过死了！终于知道新店地址了，哈哈，我会带着朋友们继续追随的：）,1,dianping
第一次就一高兴买了三十元的面包办了一张卡，方便以后给俺和俺妈买面包吃。会员卡样子还可以，好像是75折的还是多少，记得不很清楚。这家店的最大特色俺认为的就是和名字一样“甜”，面包还不太能吃出来，有一次来吃蛋糕，真是很甜的说，很适合老实呆着的那种很闲的感觉，店面不算小。\n最贵的面包类是9元的一个咸口味的长三角形状的一个薄饼，对口味没太大印象。其他的面包不是很贵的，蛋糕就那样的价格，西点放在小盒子里面，味道还可以，小贵。反正我经常买面包的，各种店家混着来把。,0,dianping
今天一个人背着包护国寺吃透透~这家店长草很久了，也多次路过，今天终于进去了。之前在护国寺小吃喝了两碗面茶来的，所以肚小眼大的，虽然垂涎美食，也只能少点些解解馋。\n去的时候下午两点多了，店里没其他客人了，老板伙计们正准备坐下吃饭休息，见我进来，还是立马站起态度很好地欢迎我坐下，点菜，弄得我一个人怪不好意思的。\n 麻酱3：是咸了点，但我不同意其他有些楼主观点，说的什么麻酱的口味是决定一盘爆肚成败的关键，对于一盘真正成功的好爆肚来说，这完全不是重点，少沾就可以了~\n爆白菜5：屁股还没坐热就上了，可见这焯的速度^\n羊脑烧饼3：羊脑泥中混合了孜然，香油的味道，咸味道偏淡，倒是很好的突出了原味，不好吃这口儿的童鞋们悠着点点~本人是很喜欢，就嫌羊脑馅儿不够多，再饱满点就好啦。。\n爆牛百叶17：四个字：脆，嫩！完美！空口吃都好，一点杂味都没有，超级干净加新鲜，好久没吃爆肚到这么爽过了，真是遗憾，下次一定空着肚子来吃他个三大盘~以后看来更离不开护国寺这个宝地儿了，哈哈,1,dianping
一般般 东西比较贵，面包款式比较少，饮料的等候时间太长，服务员也经常搞错，有次买了2杯什么奶茶的，回到家一看才知道拿错了袋子，因为包装都一个样的，很容易搞混，人又太多，挤在一起，经常没有先后太烫了,0,dianping
苹果园价格便宜，老阿姨配置现在升级成了苹果花园模仿市场主流面包店，如宜芝多的北海道牛奶面包就被模仿，包装和贴纸都一样，可惜味道还差了点，当然升级之后产品竞争力大大的提升，包括老阿姨再也没有了！,0,dianping
下午1点半左右，店里人不多，但是陆陆续续一直有学生样的人来吃面\n点了小碗担担面，一个辣椒的，怕辣还点了南瓜羹。结果还好不是很辣，有点点咸。南瓜羹蛮清淡的，配着吃蛮好。\n下次试试两个辣椒的面看看。,0,dianping
某个周六和我朋友去了这个新里程店，其中单点了三文鱼刺身和帆蛎贝寿司，上来一看傻了眼，三文鱼刺身小的可怜，每片比半截大拇指还小；上来的帆蛎贝寿司，黑色的肠子都没处理干净，服务员说，店里的东西都是这样的，他们的服务态度很挑战肝火，反正这个店，我们不会再去了。这服务态度真不敢恭维。,0,dianping
因为是在单位附近嘛 所以经常是约了同事两三个一起去吃个午饭\n每次必点的就那么几个，像是香菇菜心什么的\n这次看到了新出来的碳烤牛蛙\n很不错 量很大\n这家店的烤鱼也很不错,1,dianping
"超好吃，这一片没有不知道他家的，从小就吃它，直到现在依旧这个味，自家烙的饼泡在糊辣汤中再加上辣油那味道让人想起就垂涎欲滴,现在家搬走了，但是有空早上约了朋友一起吃。",1,dianping
现在有点心9折，一共2大厅，一个专门做饭市，一个喝茶的，喝茶可以直落。环境很吵，东西还可以，价格不贵。一般茶3元/位，功夫茶6元/位。,0,dianping
意外发现这里有个分店，可是地方真的比较小，东西严重不全，想吃凯撒找了两圈都没有…那天下午路过里面的东西已经不太满了~希望种类全一点啦,0,dianping
口味 环境 服务 其实都想给 还行 可惜没有这选项\n都不知道该如何评价 没什么可评的那 呵\n非常大众的一家披萨店那 你还指望我们大家说什么 呵呵\n因为是追忆所以就追忆到底了 大一的时候时常来这儿吃的\n想来那个时候 其实才是大学里最无忧无虑无拘无束的 呵呵\n那个时候呀 妞妞一直都走读 放学必回家 还不太参与组织活动\n小胖子呢。。。 也走读 小样儿一直赖着她家的阿猫阿狗还有她妈妈\n最常活动住宿就剩我和狼狼了\n当时小胖子还抱怨 哎呀 要是有天你们都有男朋友了 我可怎么办那 就没人理她了\n谁知 直到后来 她和狼狼却是最早找到男友 并从此坚定地一直住宿了\n我就 慢慢慢慢退化成 家里蹲的居里夫人了。。。\n我们在此讨论过很多好笑的事 比如等以后 开一家餐厅 名字叫“一物降一物”\n她是一物 我是一物 还有一人是降\n要不要这么幼稚那。。。 呵呵\n前一段搞优惠的时候 还和妞妞去吃过 我两估计错了公车站。。。生生走过去的。。。\n我两坐下就说 是不是有优惠的49元9寸匹萨 呵呵 那来俩 再来两杯冰水@_@ 。。。。。。\n生活 还是充满乐趣的 呵,0,dianping
黎neway唱好K，耳熟能详的广告语，年轻人经常出没的地方，主要是因为性格比高，歌更新得又比较快，虽然音响就没有以前好，但胜在空调够凉、自助餐也不错，现在没有主题房间，不错的选择啊。,1,dianping
就在家门口 以前经常去吃 懒得跑出去了 一般是超市一般是吃饭的地方 很多台湾人来 东西比较简易 但还是挺好吃的 性价比不错 最近新推出了木瓜鲜奶 不错,0,dianping
喜欢吃里面的鸡片，蘑菇，土豆。中午生意很火爆啊，出来身上都是一股油烟味。不过还是挺喜欢吃的，偶尔跟同事中午AA去吃，还是很划算的。,1,dianping
比较有名的一家家乐福吧，在高中时候就听说里面有不少外面买不到的进口食品，因为家也在长宁区，经常和同学们一起去逛，除了进口材料以外和其他家乐福差不多吧,1,dianping
粗粮面包种类很多，核桃魔杖蛮有嚼劲的，里面的核桃和葡萄干感觉挺新鲜的；\n奶油核桃小西饼酥酥的，馅超级好吃啊~鲔鱼丹麦也很不错的说。,1,dianping
不怎么喜欢那个招牌千张骨头煲的味道。。。惊喜的是竟然能在他家吃到杏鲍菇！好少饭馆有这道菜~~~酱板鸭也不错，就是分量少了点。农家小拆肉量倒挺多，也下饭。,1,dianping
喝下午茶的好地方，人不多，很安静，浦江景色一览无余！\n下午茶套餐不错，花式茶，咖啡，蛋糕可选，cheese cake口味很赞！！,1,dianping
生意很好。\n乌鱼有三种口味，麻辣、酸辣和鲜椒。如果点的鱼大于4斤，就可以免费做成两种口味，否则要额外加钱。乌鱼32元一斤，店家会把选好的鱼给你看。\n我们选了麻辣、酸辣两种。\n麻辣就是水煮鱼的做法，红辣椒加花椒。鱼片很嫩，里面的莴苣切成长条，脆脆的，还有土豆片、魔芋，都很好吃。\n酸辣就是酸菜加海椒。\n个人更喜欢麻辣。吃完走出去，顺便看了下其他桌子，也是点麻辣的更多。\n点了鱼的话，店家要送鱼头豆腐汤。\n我去了两次，每次都只有2-3个人，除了鱼就吃不下别的东西了。听说烤鸭也很好吃，因为有人进去就冲着老板喊，给我留半只烤鸭哈。简直是绝佳的宣传啊！\n环境确实恼火。厅很小，都得在外面吃。天气再冷一些，吃起就难受了。,0,dianping
